job;marital;education;default;housing;loan;contact;month;poutcome;Fac-age;Fac-balance;Fac-duration;Fac-campaign;Fac-pday;Fac-pervious;y
services;single;secondary;no;yes;no;unknown;jun;unknown;young;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;failure;mid;normal;long;new;old;old;no
admin.;divorced;secondary;yes;yes;yes;cellular;may;other;mid;normal;normal;repeat;old;old;no
blue-collar;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
admin.;married;secondary;no;yes;no;cellular;nov;unknown;mid;rich;normal;new;new;new;no
blue-collar;single;primary;no;yes;no;unknown;may;unknown;young;bust;overtime;try-harder;new;new;no
retired;divorced;secondary;no;no;no;cellular;dec;unknown;old;normal;overtime;try-harder;new;new;yes
services;divorced;secondary;no;yes;no;cellular;feb;unknown;mid;normal;normal;new;new;new;no
technician;single;secondary;no;yes;no;unknown;jun;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;short;repeat;new;new;no
services;married;secondary;no;yes;yes;cellular;apr;unknown;mid;bust;short;try-harder;new;new;no
admin.;single;secondary;no;no;yes;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
admin.;married;primary;no;yes;no;cellular;may;unknown;mid;normal;normal;new;new;new;no
blue-collar;married;primary;no;yes;yes;cellular;jul;unknown;mid;normal;normal;new;new;new;no
blue-collar;single;secondary;no;yes;yes;cellular;may;unknown;young;rich;long;repeat;new;new;no
services;married;secondary;no;yes;no;cellular;may;failure;young;normal;normal;new;old;old;no
student;single;unknown;no;no;no;cellular;sep;unknown;young;normal;long;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;failure;mid;normal;long;repeat;old;old;no
retired;married;primary;no;no;no;cellular;aug;unknown;old;normal;long;new;new;new;no
entrepreneur;single;tertiary;no;yes;yes;cellular;nov;unknown;mid;normal;long;new;new;new;no
admin.;single;secondary;no;yes;no;cellular;may;unknown;mid;normal;short;new;new;new;no
management;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;yes;no;cellular;may;unknown;mid;bust;normal;repeat;new;new;no
services;married;secondary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;no;no;cellular;aug;unknown;old;normal;overtime;repeat;new;new;yes
management;divorced;secondary;no;yes;yes;unknown;jun;unknown;mid;normal;long;new;new;new;no
admin.;married;secondary;no;yes;no;cellular;jan;unknown;mid;rich;long;repeat;new;new;no
entrepreneur;married;secondary;no;no;no;cellular;nov;unknown;mid;normal;overtime;repeat;new;new;no
entrepreneur;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
unemployed;divorced;primary;no;no;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
technician;married;secondary;no;yes;yes;cellular;nov;unknown;mid;normal;long;repeat;new;new;no
services;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;no;yes;unknown;jun;unknown;mid;rich;normal;try-harder;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;mid;normal;long;new;new;new;no
services;single;secondary;no;yes;no;cellular;feb;unknown;mid;normal;overtime;repeat;new;new;no
services;single;secondary;no;no;yes;cellular;jul;unknown;mid;bust;normal;try-harder;new;new;no
blue-collar;married;primary;no;yes;yes;telephone;jul;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;married;primary;no;yes;yes;cellular;may;other;mid;bust;normal;repeat;old;old;no
technician;married;secondary;no;yes;no;unknown;may;unknown;mid;rich;long;repeat;new;new;no
unemployed;married;primary;no;yes;no;cellular;feb;unknown;mid;normal;long;repeat;new;new;no
unemployed;married;tertiary;no;no;no;cellular;aug;unknown;mid;rich;overtime;try-harder;new;new;no
unknown;married;unknown;no;no;no;cellular;oct;unknown;mid;normal;long;new;new;new;yes
unemployed;married;secondary;no;yes;no;cellular;jul;unknown;mid;bust;long;repeat;new;new;no
admin.;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;try-harder;new;new;no
technician;single;secondary;no;no;no;unknown;jul;unknown;young;normal;overtime;repeat;new;new;yes
admin.;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
technician;divorced;secondary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
services;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
blue-collar;divorced;primary;no;yes;yes;cellular;jul;unknown;mid;bust;overtime;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;other;mid;bust;long;new;old;old;no
management;divorced;tertiary;no;no;no;cellular;apr;other;mid;rich;long;try-harder;old;old;yes
admin.;divorced;secondary;no;no;no;cellular;feb;unknown;mid;rich;long;new;new;new;yes
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;overtime;new;new;new;no
management;married;tertiary;no;yes;no;cellular;jun;failure;mid;normal;overtime;new;old;old;no
technician;single;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
entrepreneur;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;no;no;unknown;may;unknown;mid;rich;long;repeat;new;new;no
admin.;married;secondary;no;no;yes;cellular;jul;unknown;young;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
services;married;secondary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
management;single;tertiary;no;yes;no;telephone;jan;unknown;mid;normal;normal;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;feb;unknown;mid;rich;long;repeat;new;new;yes
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;normal;repeat;new;new;no
admin.;married;primary;no;no;no;unknown;jun;unknown;mid;normal;short;repeat;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;normal;overtime;repeat;new;new;no
technician;divorced;secondary;no;yes;yes;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
technician;married;secondary;no;no;no;telephone;jul;unknown;mid;normal;short;repeat;new;new;no
management;divorced;tertiary;no;no;no;unknown;jun;unknown;mid;normal;short;repeat;new;new;no
entrepreneur;married;unknown;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
management;single;tertiary;no;no;no;cellular;jul;unknown;young;normal;normal;repeat;new;new;no
entrepreneur;married;secondary;no;no;no;unknown;jun;unknown;mid;normal;overtime;new;new;new;no
management;single;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;try-harder;new;new;yes
student;single;secondary;no;yes;no;cellular;mar;unknown;young;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;unknown;jun;unknown;mid;bust;long;repeat;new;new;no
retired;divorced;secondary;no;no;no;cellular;may;unknown;mid;rich;overtime;repeat;new;new;yes
management;single;tertiary;no;yes;no;unknown;jun;unknown;mid;normal;long;try-harder;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;new;new;new;no
management;married;unknown;no;no;no;cellular;oct;success;mid;normal;long;new;old;old;yes
entrepreneur;married;tertiary;no;no;no;unknown;jun;unknown;mid;rich;long;repeat;new;new;no
blue-collar;married;primary;no;yes;yes;unknown;may;unknown;mid;bust;long;repeat;new;new;no
services;married;secondary;no;no;yes;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;unknown;jun;unknown;mid;normal;normal;new;new;new;no
technician;married;tertiary;no;no;no;telephone;aug;unknown;mid;normal;long;try-harder;new;new;no
management;married;secondary;no;yes;no;cellular;apr;failure;mid;normal;overtime;new;old;old;no
student;married;unknown;no;no;no;unknown;jun;unknown;mid;normal;normal;new;new;new;no
services;married;secondary;no;yes;no;cellular;feb;failure;mid;normal;long;repeat;old;old;no
retired;married;secondary;no;no;no;telephone;jun;failure;old;rich;overtime;new;old;old;yes
management;single;tertiary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
services;married;primary;yes;yes;no;unknown;jun;unknown;mid;bust;short;try-harder;new;new;no
blue-collar;married;tertiary;no;no;no;unknown;jun;unknown;mid;normal;overtime;new;new;new;no
management;married;tertiary;no;yes;no;cellular;jul;unknown;mid;rich;long;new;new;new;no
self-employed;single;secondary;no;yes;no;cellular;jan;unknown;young;normal;long;repeat;new;new;no
technician;married;secondary;no;no;no;cellular;aug;unknown;mid;bust;long;repeat;new;new;no
management;married;secondary;no;yes;no;cellular;nov;unknown;mid;normal;overtime;repeat;new;new;yes
management;married;tertiary;no;no;no;telephone;may;failure;mid;normal;overtime;repeat;old;old;no
services;married;secondary;no;no;no;cellular;jun;unknown;mid;normal;normal;new;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;nov;unknown;mid;rich;long;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;failure;mid;normal;short;new;old;old;no
entrepreneur;married;tertiary;no;yes;no;cellular;nov;failure;mid;normal;long;new;old;old;no
management;single;tertiary;no;yes;no;cellular;may;unknown;young;normal;overtime;new;new;new;no
services;married;unknown;no;yes;no;unknown;may;unknown;mid;rich;long;repeat;new;new;no
blue-collar;divorced;primary;no;yes;no;telephone;may;failure;mid;normal;short;repeat;old;old;no
management;single;tertiary;no;no;no;unknown;may;unknown;young;normal;normal;new;new;new;no
admin.;single;secondary;no;no;no;cellular;apr;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;married;secondary;yes;yes;no;cellular;may;unknown;young;bust;overtime;repeat;new;new;no
self-employed;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;normal;repeat;new;new;no
admin.;married;secondary;no;yes;no;cellular;jun;unknown;mid;normal;long;repeat;new;new;yes
technician;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
management;single;tertiary;no;no;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;yes
blue-collar;married;primary;no;no;no;unknown;jun;unknown;mid;normal;short;new;new;new;no
blue-collar;single;secondary;no;yes;yes;cellular;jul;unknown;young;normal;normal;try-harder;new;new;no
management;single;tertiary;no;no;no;cellular;mar;failure;mid;normal;long;repeat;old;old;no
services;married;secondary;no;no;no;cellular;jul;unknown;mid;bust;long;new;new;new;no
technician;single;tertiary;no;no;no;cellular;jan;unknown;mid;normal;long;repeat;new;new;no
technician;married;secondary;no;no;yes;cellular;aug;unknown;mid;normal;overtime;try-harder;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
admin.;married;secondary;no;yes;yes;cellular;may;success;young;normal;overtime;new;old;old;yes
technician;married;secondary;no;yes;no;unknown;sep;other;mid;normal;normal;new;old;old;yes
management;single;secondary;no;no;no;cellular;mar;unknown;young;normal;normal;new;new;new;yes
management;divorced;tertiary;no;yes;no;cellular;may;failure;mid;normal;overtime;repeat;old;old;no
admin.;married;secondary;no;yes;no;cellular;apr;failure;mid;normal;long;new;old;old;no
self-employed;married;tertiary;no;yes;no;unknown;may;unknown;young;normal;long;repeat;new;new;no
management;married;tertiary;no;no;yes;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
retired;married;primary;no;no;no;telephone;jun;failure;old;normal;overtime;new;old;old;yes
services;divorced;primary;no;yes;no;unknown;may;unknown;mid;rich;normal;repeat;new;new;no
management;divorced;tertiary;no;no;no;cellular;jan;unknown;mid;normal;short;repeat;new;new;no
student;single;secondary;no;no;no;telephone;jun;unknown;young;normal;normal;try-harder;new;new;no
technician;married;tertiary;no;no;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;normal;normal;repeat;new;new;no
admin.;single;secondary;no;no;no;cellular;mar;other;young;normal;long;new;old;old;no
management;single;tertiary;no;no;yes;cellular;feb;unknown;mid;normal;overtime;new;new;new;no
admin.;single;secondary;no;yes;no;cellular;may;unknown;young;bust;long;new;new;new;no
technician;married;secondary;no;no;no;cellular;mar;unknown;mid;normal;normal;new;new;new;no
housemaid;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
technician;single;secondary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
admin.;single;tertiary;no;no;no;cellular;jan;unknown;young;normal;long;new;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
self-employed;married;tertiary;no;yes;yes;unknown;jun;unknown;mid;rich;short;try-harder;new;new;no
management;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;married;primary;no;yes;yes;cellular;jul;unknown;mid;bust;long;repeat;new;new;no
management;married;tertiary;no;yes;no;cellular;may;unknown;mid;bust;normal;repeat;new;new;no
technician;married;secondary;no;yes;no;cellular;aug;unknown;mid;normal;short;repeat;new;new;no
self-employed;single;tertiary;no;no;no;unknown;jun;unknown;mid;normal;long;repeat;new;new;no
retired;divorced;unknown;no;no;no;cellular;aug;unknown;old;normal;long;repeat;new;new;no
technician;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
technician;single;secondary;no;no;no;cellular;mar;unknown;young;normal;long;new;new;new;no
technician;divorced;tertiary;no;yes;no;unknown;may;unknown;mid;bust;overtime;new;new;new;no
blue-collar;married;primary;no;no;no;cellular;aug;unknown;mid;normal;short;try-harder;new;new;no
self-employed;married;secondary;no;no;no;cellular;apr;success;mid;normal;normal;repeat;old;old;no
technician;married;secondary;no;no;no;unknown;jun;unknown;mid;rich;long;new;new;new;no
management;single;tertiary;no;yes;no;cellular;jul;unknown;young;normal;short;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;nov;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;primary;no;yes;no;cellular;apr;unknown;mid;normal;short;repeat;new;new;no
admin.;married;secondary;no;no;no;cellular;aug;other;mid;normal;long;new;old;old;yes
blue-collar;married;secondary;no;yes;no;cellular;may;other;mid;normal;short;try-harder;old;old;no
services;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
admin.;married;secondary;no;yes;no;cellular;may;failure;young;normal;long;new;old;old;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;rich;overtime;new;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;bust;long;new;new;new;no
admin.;married;secondary;no;yes;no;unknown;jun;unknown;mid;rich;long;repeat;new;new;no
services;married;secondary;no;yes;no;cellular;apr;failure;mid;normal;overtime;repeat;old;old;no
management;single;tertiary;no;yes;no;cellular;sep;failure;young;normal;normal;repeat;old;old;no
services;divorced;secondary;no;yes;no;telephone;nov;unknown;mid;normal;normal;new;new;new;no
management;married;tertiary;no;no;yes;cellular;jun;unknown;mid;normal;long;new;new;new;no
blue-collar;married;unknown;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
services;single;secondary;no;no;no;telephone;jun;other;young;normal;long;new;old;old;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;bust;overtime;new;new;new;no
retired;married;primary;no;no;no;cellular;aug;unknown;mid;rich;normal;repeat;new;new;no
technician;single;secondary;no;yes;yes;unknown;jun;unknown;young;rich;overtime;new;new;new;no
technician;married;tertiary;no;no;no;cellular;nov;unknown;mid;rich;overtime;repeat;new;new;yes
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
blue-collar;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;repeat;new;new;no
